Date,4101,4012,4001,4302,4102,4303,4103,4104,4090,4106,4005,4306,4019,4309,4028,4023,4311,4103-2,4309-2
1986-11-01,11.8,24.9,26.2,28.7,6.3,41.1,27.4,0,40.7,13.8,12.4,48,20.7,34.2,15.3,26.6,3.2,64.2,55.9
1986-12-01,216.7,102,72.4,102.3,113,107.2,64.9,78.5,86.9,139,98.9,147.2,73.5,109.8,72.9,88.5,71,151.9,179.5
1987-01-01,218.2,177.1,105.9,92.3,137.6,47.5,136.8,184,159.3,151.6,151.9,149.9,100.4,148.3,112.6,118.1,179,320.1,242.4
1987-02-01,32,0.8,33.9,35.5,21.7,34.4,12.2,46,111.4,19.4,24.3,36.6,13.7,15.1,17,39.5,5,28.5,24.6
1987-03-01,9.5,65.8,26.6,25.8,41.1,27.1,0,23,56.5,47.4,14,69.6,2.6,17.5,5,26.7,19,0,28.6
1987-04-01,7.9,0.6,22.2,0,15.5,28.2,0,7,0,44.1,5.7,10.4,8.3,1.4,9.1,13.2,0,0,2.3
1987-05-01,13.7,9.5,0,0,1.3,0,0,3,0,12,3.4,0,0,0,0.3,0.9,0,0,0
1987-06-01,3.6,5.1,0,0,11.7,3.2,0,1,8.5,31.7,2.9,11.5,7.1,6.2,2.4,5.2,0,0,10.2
1987-07-01,21.7,24.5,11.7,0,25.7,3.6,0,7.5,7.5,33,10.1,3,5.3,4.6,7.6,7,0,0,7.5
1987-08-01,0,5.7,0,0,2,0,0,0,20,27.1,0.3,0,4.6,0,0,6,0,0,0
1987-09-01,7.6,27.7,4.6,0,26.3,3.1,0,0,0,42.9,5.8,3.7,0,1.7,0.8,3.7,2,0,2.7
1987-10-01,87.7,50.6,23,11.9,45.5,68.8,20.6,44.5,36,88.2,41.1,60.1,0,0.9,19.3,23.3,25,48.2,1.4
1987-11-01,60,42.3,52.9,7.2,45.8,26.2,24.3,66,40.7,50.7,42.2,40.5,0,3.9,25.8,30.8,6.2,56.9,6.3
1987-12-01,19.3,11,22.7,38.4,29.8,57.5,20.5,3,38.1,51.5,16.1,31,20.1,62.2,14.2,21.9,0,48,101.6
1988-01-01,172.4,54.7,45.2,60.5,105.9,74.9,144.1,151.5,64.9,64.2,133,78.3,40.8,80.3,92.9,51,19.5,337.1,131.2
1988-02-01,12.9,84.3,50.2,40,62.1,84.9,16.2,37.5,61.9,66.1,27,53.2,34.6,45.8,23.9,45.4,0,37.9,74.8
1988-03-01,177.2,115,74,20.3,114.1,172,139.9,141,110.6,127,131.4,174.2,45.9,120.4,82.6,82.3,51.6,327.3,196.7
1988-04-01,93.5,50.9,19.9,22,38.9,36.2,26.4,48,25.1,25.2,44.4,44,0,26.2,30.8,18.9,8.7,61.8,42.8
1988-05-01,0,7.9,11.2,0,6.9,2.5,0,22.5,19.8,28,15.4,1.6,0,0,29.5,11.8,0,0,0
1988-06-01,5.2,0,1.6,0,0,0.6,0,13,7.4,16.1,3.6,0,0,0,0,1.9,35.5,0,0
1988-07-01,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1988-08-01,0.4,0,0,0,0,0,0,0,0,7.4,0.1,0,0,0,0,0,0,0,0
1988-09-01,28.9,35.5,16.1,0,18.6,5.7,7.1,0,32.2,24.6,6.9,38.2,13.1,6.5,0,17.6,6.9,16.6,10.6
1988-10-01,0,15.1,8.7,11.9,45.3,16.4,0,11.1,14.1,41,2.3,18,5.3,9.3,0,9.9,0,0,15.2
1988-11-01,0,4.1,0.6,11,24.4,7,0,0,0,14.3,0,24,0,10.2,0,0.5,1.6,0,16.6
1988-12-01,73.8,27.6,34.2,23,50.1,64.2,13.7,53.5,94.7,23,32.7,95.2,17,61.1,14.9,38.9,45.3,32.1,99.9
1989-01-01,123.8,47.3,33.9,0,70.8,71,44.7,154.1,48.2,46.5,85.5,56.5,22.4,95.3,50.6,37.6,10.1,104.6,155.7
1989-02-01,76.4,41.7,22.3,4.5,27.2,20.9,25.2,45,47.3,31.1,37.5,59.5,8.1,44.4,22.1,23.6,16.6,59,72.6
1989-03-01,105.4,52.8,41.9,14.8,54.6,57.1,47.5,47.7,65,19,55.6,36,35,65.3,40.2,47.3,9,111.1,106.7
1989-04-01,14.4,61.4,48.1,10,29.9,166.5,37.1,15.3,41.7,24.1,23.6,90.7,42.6,59.7,20.7,54.5,4.9,86.8,97.6
1989-05-01,0,3,0.5,0,5.4,0,0,0,0,21.7,0.9,0,0,0,0,0.4,0,0,0
1989-06-01,0,7.9,1.6,0,0,0,0,3,1.5,17.4,0.7,1.2,0,0,0.4,1.3,0,0,0
1989-07-01,0,4.7,0.8,0,2.9,0.4,0,6,0,16.1,1.9,0,0,0,0.8,0.6,0,0,0
1989-08-01,0,0,2.2,0,5.8,0,0,2,0,21.7,2.9,0,0,0,0.3,0,0,0,0
1989-09-01,2.5,8,1.9,0,21.4,6.8,0,2.3,0,19.3,4.6,1.5,0,2.6,0.6,1.8,0,0,4.2
1989-10-01,3,16.9,5.2,0,2.6,7.2,1,16.8,8.1,18.1,5.2,10,0,1.5,2.7,4.9,0,2.3,2.5
1989-11-01,35.9,31.6,24.3,0,19.6,32.6,3.3,15.5,25.3,28.9,14.6,17.7,27.4,16.4,16.9,27.9,8.5,7.7,26.8
1989-12-01,36.5,17.8,12.4,21,18.2,72.7,4,27.2,9.6,35.6,17.5,54.5,0,18.4,8.2,13.2,0,9.4,30
