151.5 37.5 141 48 22.5 13 0 0 0 11.1 0 53.5
154.1 45 47.7 15.3 0 3 6 2 2.3 16.8 15.5 27.2
79.8 43.1 21.9 14.8 5.8 40 0 16 2 64 21.4 78.6
160.9 51.5 81.1 19.5 0 17 0 0.2 0.1 21.4 25 90
90 29 17 3.1 0 0.8 0.5 20 1.2 33.2 35 62.2
151.7 23.8 47.3 3 1.2 1.2 0 33.4 11.4 46.4 30.2 95.4
80.1 170.6 26.2 13.5 0 1 0.1 0 0.4 1.4 21.8 93.5
63.1 53.7 93.1 0 0 0 0 9.1 7.9 0 18.8 68
162.7 54.4 23.9 49.4 9 0 0 23.2 1.5 1 42.7 166.9
234.6 260.9 64.9 28.6 0 0 0 23.5 78.3 0 29.2 65.6
93.5 94.8 18.5 31.4 0 8.9 0 0 2.5 6.6 37.4 16.9
43.2 108.3 127.3 46.3 2.8 0 0 0 0 65.8 1 17.8
133.1 66.1 115.3 0 0.7 1 0 0.5 0.7 25.2 0.2 78.3
198.9 94 126.1 19.8 0 0 0 3 0 3.3 7 82.5
72.1 114.2 45.1 31.3 2 16.4 7.2 5.2 0 40.1 23.1 65.8
116.7 74 92.7 5 0 0 2.5 7 0.7 0 3.5 77.6
162.9 90.5 64.8 6.9 5.3 0 38.7 35.4 1 0.3 13 35.1
100.4 115.8 40.3 2.5 0 0 0 0 23 17.3 46.8 100.5
259.7 81.4 53.3 9.3 0 0 0 0 1.5 31.6 40.6 73.1
57.8 50.8 125.8 11.4 1.8 0 0 0 5.9 25.1 25.9 91.7
199.7 44.4 37 1.6 0 0 0 4.6 0 21.5 7.9 103.5
99 95.3 54 56.2 0 0 2.5 0 10 5.4 80.3 115.1
143 89.8 41.6 34.8 23 0 0 3.5 29 43 4 46.8
80.9 93.4 74.6 20 3.3 0 8 0 4.5 2 39.8 143.3
122 139.6 98.7 18.5 0 0 NA 0 0 2.5 15 109.8
181.1 88.8 22.4 9.5 21 18 0 10 0 43 6 111.3
147.5 65.7 23.2 17.4 3 0 0 0 7 11.8 33.8 44
137.3 36.5 64.5 17.6 0 0 13 0 3.2 15.7 16.5 51
36.3 96.5 36.5 57.7 0 0 2.8 0 0.2 5.2 6.5 76.5
96.7 55.5 65.2 17.3 17.4 0 0 0 30.7 21.9 14.8 56.5
111.5 79.5 57.5 15.8 1.8 10.3 41.7 0 0.3 8.6 10.1 14.3
81.6 96.8 54.4 16.2 1.5 1.7 6 0 33.5 3.6 33.7 24.5
87.8 130.9 58.6 1 0 0 0 0 45.4 28 1.3 82.6
139 202.5 69 26 7 NA 0 0 25 40 NA 60
133 64 38 0 0 0 8 21.5 36.5 0 0 93.2
86.2 102.2 85.5 0 17.7 0 0 0 7.5 29 68.7 111.6
NA NA NA NA NA NA NA NA NA NA NA NA
328.2 11 62.3 15 0 0 0 0 0 6.5 19.9 90.4
16.6 15.1 86.9 6.1 1 0 9.2 15.1 3.2 45.8 2 7.6
73.3 105.1 57.8 19.1 0 0 0 25.4 51.3 2.9 28.4 63.3
57.9 38.9 78.9 2.2 1.3 0 0 1 29 5.3 48.2 40.5
30.5 43.3 22.2 1.5 0 0 2.5 22 21.5 20.5 9 39.3
207.6 139.9 105.6 15 0 1 0 26 4 51 73.1 58.2
84.2 123.2 36.7 51.4 0 NA 0 0 NA NA NA NA
